agent,total_wealth,num_cooperate,num_defect,num_abstain,opponent,rl_variant
RLAgent1,-5,3,0,0,always_defect,RL + PersonalTrust
RLAgent1,-20,3,0,0,always_defect,RL + PersonalTrust
RLAgent1,-35,3,0,0,always_defect,RL + PersonalTrust
RLAgent1,-50,3,0,0,always_defect,RL + PersonalTrust
RLAgent1,-65,3,0,0,always_defect,RL + PersonalTrust
RLAgent1,-56,3,0,0,skeptical_majority,RL + PersonalTrust
RLAgent1,-47,3,0,0,skeptical_majority,RL + PersonalTrust
RLAgent1,-38,3,0,0,skeptical_majority,RL + PersonalTrust
RLAgent1,-29,3,0,0,skeptical_majority,RL + PersonalTrust
RLAgent1,-20,3,0,0,skeptical_majority,RL + PersonalTrust
RLAgent1,-11,3,0,0,nice_tft,RL + PersonalTrust
RLAgent1,-2,3,0,0,nice_tft,RL + PersonalTrust
RLAgent1,7,3,0,0,nice_tft,RL + PersonalTrust
RLAgent1,16,3,0,0,nice_tft,RL + PersonalTrust
RLAgent1,25,3,0,0,nice_tft,RL + PersonalTrust
RLAgent1,34,3,0,0,retaliator,RL + PersonalTrust
RLAgent1,43,3,0,0,retaliator,RL + PersonalTrust
RLAgent1,52,3,0,0,retaliator,RL + PersonalTrust
RLAgent1,61,3,0,0,retaliator,RL + PersonalTrust
RLAgent1,70,3,0,0,retaliator,RL + PersonalTrust
RLAgent1,71,3,0,0,detective,RL + PersonalTrust
RLAgent1,72,3,0,0,detective,RL + PersonalTrust
RLAgent1,73,3,0,0,detective,RL + PersonalTrust
RLAgent1,74,3,0,0,detective,RL + PersonalTrust
RLAgent1,75,3,0,0,detective,RL + PersonalTrust
RLAgent1,76,3,0,0,suspicious_probe,RL + PersonalTrust
RLAgent1,77,3,0,0,suspicious_probe,RL + PersonalTrust
RLAgent1,78,3,0,0,suspicious_probe,RL + PersonalTrust
RLAgent1,79,3,0,0,suspicious_probe,RL + PersonalTrust
RLAgent1,80,3,0,0,suspicious_probe,RL + PersonalTrust
RLAgent1,81,3,0,0,random_tit_for_tat,RL + PersonalTrust
RLAgent1,82,3,0,0,random_tit_for_tat,RL + PersonalTrust
RLAgent1,83,3,0,0,random_tit_for_tat,RL + PersonalTrust
RLAgent1,84,3,0,0,random_tit_for_tat,RL + PersonalTrust
RLAgent1,85,3,0,0,random_tit_for_tat,RL + PersonalTrust
RLAgent1,94,3,0,0,forgiving_majority,RL + PersonalTrust
RLAgent1,103,3,0,0,forgiving_majority,RL + PersonalTrust
RLAgent1,112,3,0,0,forgiving_majority,RL + PersonalTrust
RLAgent1,121,3,0,0,forgiving_majority,RL + PersonalTrust
RLAgent1,130,3,0,0,forgiving_majority,RL + PersonalTrust
RLAgent1,131,3,0,0,fake_forgiver,RL + PersonalTrust
RLAgent1,132,3,0,0,fake_forgiver,RL + PersonalTrust
RLAgent1,133,3,0,0,fake_forgiver,RL + PersonalTrust
RLAgent1,134,3,0,0,fake_forgiver,RL + PersonalTrust
RLAgent1,135,3,0,0,fake_forgiver,RL + PersonalTrust
RLAgent1,144,3,0,0,cautious_trend,RL + PersonalTrust
RLAgent1,153,3,0,0,cautious_trend,RL + PersonalTrust
RLAgent1,162,3,0,0,cautious_trend,RL + PersonalTrust
RLAgent1,171,3,0,0,cautious_trend,RL + PersonalTrust
RLAgent1,180,3,0,0,cautious_trend,RL + PersonalTrust
RLAgent1,189,3,0,0,sometimes_cooperate,RL + PersonalTrust
RLAgent1,198,3,0,0,sometimes_cooperate,RL + PersonalTrust
RLAgent1,191,3,0,0,sometimes_cooperate,RL + PersonalTrust
RLAgent1,200,3,0,0,sometimes_cooperate,RL + PersonalTrust
RLAgent1,201,3,0,0,sometimes_cooperate,RL + PersonalTrust
RLAgent1,210,3,0,0,trend_follower,RL + PersonalTrust
RLAgent1,219,3,0,0,trend_follower,RL + PersonalTrust
RLAgent1,228,3,0,0,trend_follower,RL + PersonalTrust
RLAgent1,237,3,0,0,trend_follower,RL + PersonalTrust
RLAgent1,246,3,0,0,trend_follower,RL + PersonalTrust
RLAgent1,255,3,0,0,grudger,RL + PersonalTrust
RLAgent1,264,3,0,0,grudger,RL + PersonalTrust
RLAgent1,273,3,0,0,grudger,RL + PersonalTrust
RLAgent1,282,3,0,0,grudger,RL + PersonalTrust
RLAgent1,291,3,0,0,grudger,RL + PersonalTrust
RLAgent1,300,3,0,0,tit_for_tat,RL + PersonalTrust
RLAgent1,309,3,0,0,tit_for_tat,RL + PersonalTrust
RLAgent1,318,3,0,0,tit_for_tat,RL + PersonalTrust
RLAgent1,327,3,0,0,tit_for_tat,RL + PersonalTrust
RLAgent1,336,3,0,0,tit_for_tat,RL + PersonalTrust
RLAgent1,337,3,0,0,prober,RL + PersonalTrust
RLAgent1,338,3,0,0,prober,RL + PersonalTrust
RLAgent1,339,3,0,0,prober,RL + PersonalTrust
RLAgent1,340,3,0,0,prober,RL + PersonalTrust
RLAgent1,341,3,0,0,prober,RL + PersonalTrust
RLAgent1,350,3,0,0,slow_tit_for_tat,RL + PersonalTrust
RLAgent1,359,3,0,0,slow_tit_for_tat,RL + PersonalTrust
RLAgent1,368,3,0,0,slow_tit_for_tat,RL + PersonalTrust
RLAgent1,377,3,0,0,slow_tit_for_tat,RL + PersonalTrust
RLAgent1,386,3,0,0,slow_tit_for_tat,RL + PersonalTrust
RLAgent1,371,3,0,0,manipulator,RL + PersonalTrust
RLAgent1,356,3,0,0,manipulator,RL + PersonalTrust
RLAgent1,341,3,0,0,manipulator,RL + PersonalTrust
RLAgent1,326,3,0,0,manipulator,RL + PersonalTrust
RLAgent1,311,3,0,0,manipulator,RL + PersonalTrust
RLAgent1,312,3,0,0,anti_tft,RL + PersonalTrust
RLAgent1,313,3,0,0,anti_tft,RL + PersonalTrust
RLAgent1,314,3,0,0,anti_tft,RL + PersonalTrust
RLAgent1,315,3,0,0,anti_tft,RL + PersonalTrust
RLAgent1,316,3,0,0,anti_tft,RL + PersonalTrust
RLAgent1,325,3,0,0,grudging_tft,RL + PersonalTrust
RLAgent1,334,3,0,0,grudging_tft,RL + PersonalTrust
RLAgent1,343,3,0,0,grudging_tft,RL + PersonalTrust
RLAgent1,352,3,0,0,grudging_tft,RL + PersonalTrust
RLAgent1,361,3,0,0,grudging_tft,RL + PersonalTrust
RLAgent1,370,3,0,0,snob,RL + PersonalTrust
RLAgent1,379,3,0,0,snob,RL + PersonalTrust
RLAgent1,388,3,0,0,snob,RL + PersonalTrust
RLAgent1,397,3,0,0,snob,RL + PersonalTrust
RLAgent1,406,3,0,0,snob,RL + PersonalTrust
RLAgent1,391,3,0,0,sometimes_defect,RL + PersonalTrust
RLAgent1,384,3,0,0,sometimes_defect,RL + PersonalTrust
RLAgent1,369,3,0,0,sometimes_defect,RL + PersonalTrust
RLAgent1,354,3,0,0,sometimes_defect,RL + PersonalTrust
RLAgent1,339,3,0,0,sometimes_defect,RL + PersonalTrust
RLAgent1,348,3,0,0,grim_trigger,RL + PersonalTrust
RLAgent1,357,3,0,0,grim_trigger,RL + PersonalTrust
RLAgent1,366,3,0,0,grim_trigger,RL + PersonalTrust
RLAgent1,375,3,0,0,grim_trigger,RL + PersonalTrust
RLAgent1,384,3,0,0,grim_trigger,RL + PersonalTrust
RLAgent1,393,3,0,0,deceitful_grim,RL + PersonalTrust
RLAgent1,402,3,0,0,deceitful_grim,RL + PersonalTrust
RLAgent1,411,3,0,0,deceitful_grim,RL + PersonalTrust
RLAgent1,420,3,0,0,deceitful_grim,RL + PersonalTrust
RLAgent1,429,3,0,0,deceitful_grim,RL + PersonalTrust
RLAgent1,438,3,0,0,evolver,RL + PersonalTrust
RLAgent1,447,3,0,0,evolver,RL + PersonalTrust
RLAgent1,456,3,0,0,evolver,RL + PersonalTrust
RLAgent1,465,3,0,0,evolver,RL + PersonalTrust
RLAgent1,474,3,0,0,evolver,RL + PersonalTrust
RLAgent1,483,3,0,0,generous_tit_for_tat,RL + PersonalTrust
RLAgent1,492,3,0,0,generous_tit_for_tat,RL + PersonalTrust
RLAgent1,501,3,0,0,generous_tit_for_tat,RL + PersonalTrust
RLAgent1,510,3,0,0,generous_tit_for_tat,RL + PersonalTrust
RLAgent1,519,3,0,0,generous_tit_for_tat,RL + PersonalTrust
RLAgent1,528,3,0,0,cooperative_majority,RL + PersonalTrust
RLAgent1,537,3,0,0,cooperative_majority,RL + PersonalTrust
RLAgent1,546,3,0,0,cooperative_majority,RL + PersonalTrust
RLAgent1,555,3,0,0,cooperative_majority,RL + PersonalTrust
RLAgent1,564,3,0,0,cooperative_majority,RL + PersonalTrust
RLAgent1,565,3,0,0,harsh_majority,RL + PersonalTrust
RLAgent1,566,3,0,0,harsh_majority,RL + PersonalTrust
RLAgent1,567,3,0,0,harsh_majority,RL + PersonalTrust
RLAgent1,568,3,0,0,harsh_majority,RL + PersonalTrust
RLAgent1,569,3,0,0,harsh_majority,RL + PersonalTrust
RLAgent1,578,3,0,0,noisy_tft,RL + PersonalTrust
RLAgent1,587,3,0,0,noisy_tft,RL + PersonalTrust
RLAgent1,588,3,0,0,noisy_tft,RL + PersonalTrust
RLAgent1,597,3,0,0,noisy_tft,RL + PersonalTrust
RLAgent1,606,3,0,0,noisy_tft,RL + PersonalTrust
RLAgent1,607,3,0,0,random_agent,RL + PersonalTrust
RLAgent1,616,3,0,0,random_agent,RL + PersonalTrust
RLAgent1,617,3,0,0,random_agent,RL + PersonalTrust
RLAgent1,618,3,0,0,random_agent,RL + PersonalTrust
RLAgent1,619,3,0,0,random_agent,RL + PersonalTrust
RLAgent1,628,3,0,0,cooperative_tft,RL + PersonalTrust
RLAgent1,637,3,0,0,cooperative_tft,RL + PersonalTrust
RLAgent1,646,3,0,0,cooperative_tft,RL + PersonalTrust
RLAgent1,655,3,0,0,cooperative_tft,RL + PersonalTrust
RLAgent1,664,3,0,0,cooperative_tft,RL + PersonalTrust
RLAgent1,673,3,0,0,revenge_seeker,RL + PersonalTrust
RLAgent1,682,3,0,0,revenge_seeker,RL + PersonalTrust
RLAgent1,691,3,0,0,revenge_seeker,RL + PersonalTrust
RLAgent1,700,3,0,0,revenge_seeker,RL + PersonalTrust
RLAgent1,709,3,0,0,revenge_seeker,RL + PersonalTrust
RLAgent1,718,3,0,0,adaptive_majority,RL + PersonalTrust
RLAgent1,727,3,0,0,adaptive_majority,RL + PersonalTrust
RLAgent1,736,3,0,0,adaptive_majority,RL + PersonalTrust
RLAgent1,745,3,0,0,adaptive_majority,RL + PersonalTrust
RLAgent1,754,3,0,0,adaptive_majority,RL + PersonalTrust
RLAgent1,763,3,0,0,sneak_attack,RL + PersonalTrust
RLAgent1,772,3,0,0,sneak_attack,RL + PersonalTrust
RLAgent1,781,3,0,0,sneak_attack,RL + PersonalTrust
RLAgent1,790,3,0,0,sneak_attack,RL + PersonalTrust
RLAgent1,799,3,0,0,sneak_attack,RL + PersonalTrust
RLAgent1,808,3,0,0,forgiver,RL + PersonalTrust
RLAgent1,817,3,0,0,forgiver,RL + PersonalTrust
RLAgent1,826,3,0,0,forgiver,RL + PersonalTrust
RLAgent1,835,3,0,0,forgiver,RL + PersonalTrust
RLAgent1,844,3,0,0,forgiver,RL + PersonalTrust
RLAgent1,829,3,0,0,invasive_probe,RL + PersonalTrust
RLAgent1,814,3,0,0,invasive_probe,RL + PersonalTrust
RLAgent1,799,3,0,0,invasive_probe,RL + PersonalTrust
RLAgent1,784,3,0,0,invasive_probe,RL + PersonalTrust
RLAgent1,769,3,0,0,invasive_probe,RL + PersonalTrust
RLAgent1,778,3,0,0,stochastic_grudger,RL + PersonalTrust
RLAgent1,787,3,0,0,stochastic_grudger,RL + PersonalTrust
RLAgent1,796,3,0,0,stochastic_grudger,RL + PersonalTrust
RLAgent1,805,3,0,0,stochastic_grudger,RL + PersonalTrust
RLAgent1,814,3,0,0,stochastic_grudger,RL + PersonalTrust
RLAgent1,823,3,0,0,double_agent,RL + PersonalTrust
RLAgent1,832,3,0,0,double_agent,RL + PersonalTrust
RLAgent1,841,3,0,0,double_agent,RL + PersonalTrust
RLAgent1,850,3,0,0,double_agent,RL + PersonalTrust
RLAgent1,859,3,0,0,double_agent,RL + PersonalTrust
RLAgent1,868,3,0,0,flexible_grudger,RL + PersonalTrust
RLAgent1,877,3,0,0,flexible_grudger,RL + PersonalTrust
RLAgent1,886,3,0,0,flexible_grudger,RL + PersonalTrust
RLAgent1,895,3,0,0,flexible_grudger,RL + PersonalTrust
RLAgent1,904,3,0,0,flexible_grudger,RL + PersonalTrust
RLAgent1,913,3,0,0,persistent_tft,RL + PersonalTrust
RLAgent1,922,3,0,0,persistent_tft,RL + PersonalTrust
RLAgent1,931,3,0,0,persistent_tft,RL + PersonalTrust
RLAgent1,940,3,0,0,persistent_tft,RL + PersonalTrust
RLAgent1,949,3,0,0,persistent_tft,RL + PersonalTrust
RLAgent1,958,3,0,0,hard_majority,RL + PersonalTrust
RLAgent1,967,3,0,0,hard_majority,RL + PersonalTrust
RLAgent1,976,3,0,0,hard_majority,RL + PersonalTrust
RLAgent1,985,3,0,0,hard_majority,RL + PersonalTrust
RLAgent1,994,3,0,0,hard_majority,RL + PersonalTrust
RLAgent1,1003,3,0,0,win_stay_lose_shift,RL + PersonalTrust
RLAgent1,1012,3,0,0,win_stay_lose_shift,RL + PersonalTrust
RLAgent1,1021,3,0,0,win_stay_lose_shift,RL + PersonalTrust
RLAgent1,1030,3,0,0,win_stay_lose_shift,RL + PersonalTrust
RLAgent1,1039,3,0,0,win_stay_lose_shift,RL + PersonalTrust
RLAgent1,1048,3,0,0,always_cooperate,RL + PersonalTrust
RLAgent1,1057,3,0,0,always_cooperate,RL + PersonalTrust
RLAgent1,1066,3,0,0,always_cooperate,RL + PersonalTrust
RLAgent1,1075,3,0,0,always_cooperate,RL + PersonalTrust
RLAgent1,1084,3,0,0,always_cooperate,RL + PersonalTrust
RLAgent1,1085,3,0,0,strategic_probe,RL + PersonalTrust
RLAgent1,1086,3,0,0,strategic_probe,RL + PersonalTrust
RLAgent1,1087,3,0,0,strategic_probe,RL + PersonalTrust
RLAgent1,1088,3,0,0,strategic_probe,RL + PersonalTrust
RLAgent1,1089,3,0,0,strategic_probe,RL + PersonalTrust
RLAgent1,1090,3,0,0,suspicious_tft,RL + PersonalTrust
RLAgent1,1091,3,0,0,suspicious_tft,RL + PersonalTrust
RLAgent1,1092,3,0,0,suspicious_tft,RL + PersonalTrust
RLAgent1,1093,3,0,0,suspicious_tft,RL + PersonalTrust
RLAgent1,1094,3,0,0,suspicious_tft,RL + PersonalTrust
RLAgent1,1095,3,0,0,tft_in_small_groups,RL + PersonalTrust
RLAgent1,1096,3,0,0,tft_in_small_groups,RL + PersonalTrust
RLAgent1,1097,3,0,0,tft_in_small_groups,RL + PersonalTrust
RLAgent1,1098,3,0,0,tft_in_small_groups,RL + PersonalTrust
RLAgent1,1099,3,0,0,tft_in_small_groups,RL + PersonalTrust
RLAgent1,1108,3,0,0,annoyed_probe,RL + PersonalTrust
RLAgent1,1117,3,0,0,annoyed_probe,RL + PersonalTrust
RLAgent1,1126,3,0,0,annoyed_probe,RL + PersonalTrust
RLAgent1,1135,3,0,0,annoyed_probe,RL + PersonalTrust
RLAgent1,1144,3,0,0,annoyed_probe,RL + PersonalTrust
RLAgent1,1145,3,0,0,soft_majority,RL + PersonalTrust
RLAgent1,1146,3,0,0,soft_majority,RL + PersonalTrust
RLAgent1,1147,3,0,0,soft_majority,RL + PersonalTrust
RLAgent1,1148,3,0,0,soft_majority,RL + PersonalTrust
RLAgent1,1149,3,0,0,soft_majority,RL + PersonalTrust
RLAgent1,19,3,0,0,double_agent,RL + TRAVOSTrust
RLAgent1,28,3,0,0,double_agent,RL + TRAVOSTrust
RLAgent1,37,3,0,0,double_agent,RL + TRAVOSTrust
RLAgent1,46,3,0,0,double_agent,RL + TRAVOSTrust
RLAgent1,55,3,0,0,double_agent,RL + TRAVOSTrust
RLAgent1,56,3,0,0,fake_forgiver,RL + TRAVOSTrust
RLAgent1,57,3,0,0,fake_forgiver,RL + TRAVOSTrust
RLAgent1,58,3,0,0,fake_forgiver,RL + TRAVOSTrust
RLAgent1,59,3,0,0,fake_forgiver,RL + TRAVOSTrust
RLAgent1,60,3,0,0,fake_forgiver,RL + TRAVOSTrust
RLAgent1,61,3,0,0,strategic_probe,RL + TRAVOSTrust
RLAgent1,62,3,0,0,strategic_probe,RL + TRAVOSTrust
RLAgent1,63,3,0,0,strategic_probe,RL + TRAVOSTrust
RLAgent1,64,3,0,0,strategic_probe,RL + TRAVOSTrust
RLAgent1,65,3,0,0,strategic_probe,RL + TRAVOSTrust
RLAgent1,74,3,0,0,grudger,RL + TRAVOSTrust
RLAgent1,83,3,0,0,grudger,RL + TRAVOSTrust
RLAgent1,92,3,0,0,grudger,RL + TRAVOSTrust
RLAgent1,101,3,0,0,grudger,RL + TRAVOSTrust
RLAgent1,110,3,0,0,grudger,RL + TRAVOSTrust
RLAgent1,111,3,0,0,suspicious_tft,RL + TRAVOSTrust
RLAgent1,112,3,0,0,suspicious_tft,RL + TRAVOSTrust
RLAgent1,113,3,0,0,suspicious_tft,RL + TRAVOSTrust
RLAgent1,114,3,0,0,suspicious_tft,RL + TRAVOSTrust
RLAgent1,115,3,0,0,suspicious_tft,RL + TRAVOSTrust
RLAgent1,124,3,0,0,generous_tit_for_tat,RL + TRAVOSTrust
RLAgent1,133,3,0,0,generous_tit_for_tat,RL + TRAVOSTrust
RLAgent1,142,3,0,0,generous_tit_for_tat,RL + TRAVOSTrust
RLAgent1,151,3,0,0,generous_tit_for_tat,RL + TRAVOSTrust
RLAgent1,160,3,0,0,generous_tit_for_tat,RL + TRAVOSTrust
RLAgent1,161,3,0,0,tft_in_small_groups,RL + TRAVOSTrust
RLAgent1,162,3,0,0,tft_in_small_groups,RL + TRAVOSTrust
RLAgent1,163,3,0,0,tft_in_small_groups,RL + TRAVOSTrust
RLAgent1,164,3,0,0,tft_in_small_groups,RL + TRAVOSTrust
RLAgent1,165,3,0,0,tft_in_small_groups,RL + TRAVOSTrust
RLAgent1,166,3,0,0,suspicious_probe,RL + TRAVOSTrust
RLAgent1,167,3,0,0,suspicious_probe,RL + TRAVOSTrust
RLAgent1,168,3,0,0,suspicious_probe,RL + TRAVOSTrust
RLAgent1,169,3,0,0,suspicious_probe,RL + TRAVOSTrust
RLAgent1,170,3,0,0,suspicious_probe,RL + TRAVOSTrust
RLAgent1,171,3,0,0,random_tit_for_tat,RL + TRAVOSTrust
RLAgent1,172,3,0,0,random_tit_for_tat,RL + TRAVOSTrust
RLAgent1,173,3,0,0,random_tit_for_tat,RL + TRAVOSTrust
RLAgent1,182,3,0,0,random_tit_for_tat,RL + TRAVOSTrust
RLAgent1,183,3,0,0,random_tit_for_tat,RL + TRAVOSTrust
RLAgent1,192,3,0,0,evolver,RL + TRAVOSTrust
RLAgent1,201,3,0,0,evolver,RL + TRAVOSTrust
RLAgent1,210,3,0,0,evolver,RL + TRAVOSTrust
RLAgent1,219,3,0,0,evolver,RL + TRAVOSTrust
RLAgent1,228,3,0,0,evolver,RL + TRAVOSTrust
RLAgent1,237,3,0,0,slow_tit_for_tat,RL + TRAVOSTrust
RLAgent1,246,3,0,0,slow_tit_for_tat,RL + TRAVOSTrust
RLAgent1,255,3,0,0,slow_tit_for_tat,RL + TRAVOSTrust
RLAgent1,264,3,0,0,slow_tit_for_tat,RL + TRAVOSTrust
RLAgent1,273,3,0,0,slow_tit_for_tat,RL + TRAVOSTrust
RLAgent1,282,3,0,0,sometimes_cooperate,RL + TRAVOSTrust
RLAgent1,275,3,0,0,sometimes_cooperate,RL + TRAVOSTrust
